Test number,Path,File name,Image description,Text,Comments,Language,tessedit_char_blacklist=,tessedit_char_unblacklist=,tessedit_char_whitelist=,page_separator=
206,images,206_testType_length_of_text_Arial_20.png,"""a"" letters covering the whole picture ","aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
",,eng,None,None,None,None
207,images,207_testType_space_Arial_20.png,"1-st mix of space, new line and ""ABC"" characters ","CA
CB   C 

   
  C 
 
 
   
  
   

A A","text space pictures (generated randomly, size 20, Arial font, .png file format)",eng,None,None,None,None
208,images,208_testType_space_Arial_20.png,"2-nd mix of space, new line and ""ABC"" characters ","C 
 CB
  

   CBAB
  BC   A  BA  B
 
A  ",,eng,None,None,None,None
209,images,209_testType_space_Arial_20.png,"3-rd mix of space, new line and ""ABC"" characters ","BC     C

 CC   B 

B
  
 
B 
 
    A   ",,eng,None,None,None,None
210,images,210_testType_space_Arial_20.png,"4-th mix of space, new line and ""ABC"" characters ","   CA
A  
 C
  
  CB       
 B 
 B  
 AC",,eng,None,None,None,None
211,images,211_testType_space_Arial_20.png,"5-th mix of space, new line and ""ABC"" characters ","  


C
  
A
 A  
  C B B      
 B
  C  C",,eng,None,None,None,None
212,images,212_testType_position_Arial_40.png,"only ""A"" letter at the top left corner of the picture ",A,"text position pictures (size 20, Arial font, .png file format)",eng,None,None,None,None
213,images,213_testType_position_Arial_40.png,"only ""A"" letter at the buttom left corner of the picture ",A,,eng,None,None,None,None
214,images,214_testType_position_Arial_40.png,"only ""A"" letter at the top right corner of the picture ",A,,eng,None,None,None,None
215,images,215_testType_position_Arial_40.png,"only ""A"" letter at the buttom right corner of the picture ",A,,eng,None,None,None,None
216,images,216_testType_position_Arial_40.png,"only ""A"" letter at the center of the picture ",A,,eng,None,None,None,None
217,images,217_testType_position_Arial_40.png,"only ""A"" letter at the middle left side of the picture ",A,,eng,None,None,None,None
218,images,218_testType_position_Arial_40.png,"only ""A"" letter at the middle top of the picture ",A,,eng,None,None,None,None
219,images,219_testType_position_Arial_40.png,"only ""A"" letter at the middle right side of the picture ",A,,eng,None,None,None,None
220,images,220_testType_position_Arial_40.png,"only ""A"" letter at the middle buttom of the picture ",A,,eng,None,None,None,None
221,images,221_testType_position_Arial_40.png,"""Y  Y  Y  Y"" text, 0 degrees rotated ",Y  Y  Y  Y,,eng,None,None,None,None
222,images,222_testType_position_Arial_40.png,"""Y  Y  Y  Y"" text, 90 degrees rotated ",Y  Y  Y  Y,,eng,None,None,None,None
223,images,223_testType_position_Arial_40.png,"""Y  Y  Y  Y"" text, 180 degrees rotated ",Y  Y  Y  Y,,eng,None,None,None,None
224,images,224_testType_position_Arial_40.png,"""Y  Y  Y  Y"" text, 270 degrees rotated ",Y  Y  Y  Y,,eng,None,None,None,None
225,images,225_testType_line_spaces_Arial_20.png,All English and Hebrew letters seperated by 0 new lines,"abcdefghijkl
mnopqrstuvwxyz
ABCDEFGHIJKLMN
OPQRSTUVWXYZ
אבגדהוזחטיכלמנסעפצקרשתםףץן
",,eng+heb,None,None,None,None
226,images,226_testType_line_spaces_Arial_20.png,All English and Hebrew letters seperated by 1 new line,"abcdefghijkl
mnopqrstuvwxyz
ABCDEFGHIJKLMN
OPQRSTUVWXYZ

אבגדהוזחטיכלמנסעפצקרשתםףץן
",,eng+heb,None,None,None,None
227,images,227_testType_line_spaces_Arial_20.png,All English and Hebrew letters seperated by 2 new lines,"abcdefghijkl
mnopqrstuvwxyz
ABCDEFGHIJKLMN
OPQRSTUVWXYZ


אבגדהוזחטיכלמנסעפצקרשתםףץן
",,eng+heb,None,None,None,None
228,images,228_testType_line_spaces_Arial_20.png,All English and Hebrew letters seperated by 3 new lines,"abcdefghijkl
mnopqrstuvwxyz
ABCDEFGHIJKLMN
OPQRSTUVWXYZ



אבגדהוזחטיכלמנסעפצקרשתםףץן
",,eng+heb,None,None,None,None
229,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Simple Test
",,eng,None,None,None,None
230,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טושפ טסט
",,heb,None,None,None,None
231,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å ä ö enkelt test Å Ä Ö
",,swe,None,None,None,None
232,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prueba simple Ñ
",,spa,None,None,None,None
233,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,,,eng,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ,None,None,None
234,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Simple Test
",,eng,,None,None,None
235,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Smpl s
",,eng,etTi,None,None,None
236,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Simple Test
",,eng,kPjGa,None,None,None
237,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Smpl s
",,eng,etTikPjGa,None,None,None
238,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,,,heb,"אבגדהוזחטיכלמנסעפצקרשתםףץן
",None,None,None
239,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טושפ טסט
",,heb,,None,None,None
240,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"ופ ס
",,heb,טש,None,None,None
241,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טושפ טסט
",,heb,"אצקרתםףץן
",None,None,None
242,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"ופ ס
",,heb,"אצקרתםףץןטש
",None,None,None
243,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,,,swe,bcdfghjklmnpqrstvwxzaeiouyåäöÅÄÖABCDEFGHIJKLMNOPQRSTUVWXYZ,None,None,None
244,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å ä ö enkelt test Å Ä Ö
",,swe,,None,None,None
245,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å nkl s  Ä Ö
",,swe,etäöÅ,None,None,None
246,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å ä ö enkelt test Å Ä Ö
",,swe,AfoPg,None,None,None
247,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å nkl s  Ä Ö
",,swe,etäöÅAfoPg,None,None,None
248,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,,,spa,ñabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZÑ,None,None,None
249,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prueba simple Ñ
",,spa,,None,None,None
250,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters," ruba sml Ñ
",,spa,ñeip,None,None,None
251,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prueba simple Ñ
",,spa,jyRVvN,None,None,None
252,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters," ruba sml Ñ
",,spa,jyRVvNñeip,None,None,None
253,images,11_testType_sub_lang_Arial_20.png,all digits ,,,,"0123456789
",None,None,None
254,images,11_testType_sub_lang_Arial_20.png,all digits ,"0123456789
",,,,None,None,None
255,images,11_testType_sub_lang_Arial_20.png,all digits ,"01347
",,,"25689
",None,None,None
256,images,11_testType_sub_lang_Arial_20.png,all digits ,"0123456789
",,,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ,None,None,None
257,images,11_testType_sub_lang_Arial_20.png,all digits ,"01347
",,,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ25689,None,None,None
258,images,12_testType_sub_lang_Arial_20.png,all special characters,,,,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",None,None,None
259,images,12_testType_sub_lang_Arial_20.png,all special characters,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",,,,None,None,None
260,images,12_testType_sub_lang_Arial_20.png,all special characters,",`@#*)-_{}[|\\/:;""<>.\
",,,"~!$%^&(+=]?
",None,None,None
261,images,12_testType_sub_lang_Arial_20.png,all special characters,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",,,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ25689,None,None,None
262,images,12_testType_sub_lang_Arial_20.png,all special characters,",`@#*)-_{}[|\\/:;""<>.\
",,,"~!$%^&(+=]?abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ
",None,None,None
263,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Simple Test
",,eng,,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ,None,None
264,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Simple Test
",,eng,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ,None,None
265,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"mpl Tst
",,eng,Simple,mpl,None,None
266,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Simple Test
",,eng,mpl,Simple,None,None
267,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"mpl Tst
",,eng,Simple,mplAck,None,None
268,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טושפ טסט
",,heb,,"אבגדהוזחטיכלמנסעפצקרשתםףץן
",None,None
269,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טושפ טסט
",,heb,"אבגדהוזחטיכלמנסעפצקרשתםףץן
","אבגדהוזחטיכלמנסעפצקרשתםףץן
",None,None
270,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טש טסט
",,heb,פשוט,טש,None,None
271,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טושפ טסט
",,heb,טש,פשוט,None,None
272,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טושפ טסט
",,heb,פשוט,טשאבגכל,None,None
273,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å ä ö enkelt test Å Ä Ö
",,swe,,bcdfghjklmnpqrstvwxzaeiouyåäöÅÄÖABCDEFGHIJKLMNOPQRSTUVWXYZ,None,None
274,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å ä ö enkelt test Å Ä Ö
",,swe,bcdfghjklmnpqrstvwxzaeiouyåäöÅÄÖABCDEFGHIJKLMNOPQRSTUVWXYZ,bcdfghjklmnpqrstvwxzaeiouyåäöÅÄÖABCDEFGHIJKLMNOPQRSTUVWXYZ,None,None
275,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"ä  enkel es Å Ä 
",,swe,ÄöåetÖ,eÄ,None,None
276,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å ä ö enkelt test Å Ä Ö
",,swe,eÄ,ÄöåetÖ,None,None
277,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"ä  enkel es Å Ä 
",,swe,ÄöåetÖ,eÄvmbHL,None,None
278,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prueba simple Ñ
",,spa,,ñabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZÑ,None,None
279,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prueba simple Ñ
",,spa,ñabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZÑ,ñabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZÑ,None,None
280,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prea smple 
",,spa,Ñeiupb,ep,None,None
281,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prueba simple Ñ
",,spa,ep,Ñeiupb,None,None
282,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prea smple 
",,spa,Ñeiupb,eplQvMH,None,None
283,images,11_testType_sub_lang_Arial_20.png,all digits ,"0123456789
",,,,"0123456789
",None,None
284,images,11_testType_sub_lang_Arial_20.png,all digits ,"0123456789
",,,"0123456789
","0123456789
",None,None
285,images,11_testType_sub_lang_Arial_20.png,all digits ,1234679,,,20578,27,None,None
286,images,11_testType_sub_lang_Arial_20.png,all digits ,"0123456789
",,,27,20578,None,None
287,images,11_testType_sub_lang_Arial_20.png,all digits ,1234679,,,20578,abgHk27,None,None
288,images,12_testType_sub_lang_Arial_20.png,all special characters,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",,,,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",None,None
289,images,12_testType_sub_lang_Arial_20.png,all special characters,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",,,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
","~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",None,None
290,images,12_testType_sub_lang_Arial_20.png,all special characters,"~,`!@$%^&*(-+={}[]|\\/:;"">.?\",,,!#%)_}[<?,!%}[?,None,None
291,images,12_testType_sub_lang_Arial_20.png,all special characters,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",,,!%}[?,!#%)_}[<?,None,None
292,images,12_testType_sub_lang_Arial_20.png,all special characters,"~,`!@$%^&*(-+={}[]|\\/:;"">.?\",,,!#%)_}[<?,!%}[?fghjkHGV,None,None
293,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Simple Test
",,eng,None,None,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ,None
294,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,,,eng,None,None,,None
295,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"ie Tet
",,eng,None,None,etTi,None
296,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,,,eng,None,None,kPjGa,None
297,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"ie Tet
",,eng,None,None,etTikPjGa,None
298,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טושפ טסט
",,heb,None,None,"אבגדהוזחטיכלמנסעפצקרשתםףץן
",None
299,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,,,heb,None,None,,None
300,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טש טט
",,heb,None,None,טש,None
301,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,,,heb,None,None,"אצקרתםףץן
",None
302,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טש טט
",,heb,None,None,"אצקרתםףץןטש
",None
303,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å ä ö enkelt test Å Ä Ö
",,swe,None,None,bcdfghjklmnpqrstvwxzaeiouyåäöÅÄÖABCDEFGHIJKLMNOPQRSTUVWXYZ,None
304,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,,,swe,None,None,,None
305,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters," ä ö eet tet Å 
",,swe,None,None,etäöÅ,None
306,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,,,swe,None,None,AfoPg,None
307,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters," ä ö eet tet Å 
",,swe,None,None,etäöÅAfoPg,None
308,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prueba simple Ñ
",,spa,None,None,ñabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZÑ,None
309,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,,,spa,None,None,,None
310,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ pe ipe 
",,spa,None,None,ñeip,None
311,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,,,spa,None,None,jyRVvN,None
312,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ pe ipe 
",,spa,None,None,jyRVvNñeip,None
313,images,11_testType_sub_lang_Arial_20.png,all digits ,"0123456789
",,,None,None,"0123456789
",None
314,images,11_testType_sub_lang_Arial_20.png,all digits ,,,,None,None,,None
315,images,11_testType_sub_lang_Arial_20.png,all digits ,"25689
",,,None,None,"25689
",None
316,images,11_testType_sub_lang_Arial_20.png,all digits ,,,,None,None,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ,None
317,images,11_testType_sub_lang_Arial_20.png,all digits ,"25689
",,,None,None,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ25689,None
318,images,12_testType_sub_lang_Arial_20.png,all special characters,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",,,None,None,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",None
319,images,12_testType_sub_lang_Arial_20.png,all special characters,,,,None,None,,None
320,images,12_testType_sub_lang_Arial_20.png,all special characters,"~!$%^&(+=]?
",,,None,None,"~!$%^&(+=]?
",None
321,images,12_testType_sub_lang_Arial_20.png,all special characters,,,,None,None,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ25689,None
