Test number,Path,File name,Image description,Text,Comments,Language,tessedit_char_blacklist=,tessedit_char_unblacklist=,tessedit_char_whitelist=,page_separator=,Pass/Fail
206,images,206_testType_length_of_text_Arial_20.png,"""a"" letters covering the whole picture ","aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
",,eng,None,None,None,None,Pass
207,images,207_testType_space_Arial_20.png,"1-st mix of space, new line and ""ABC"" characters ","CA
CB   C 

   
  C 
 
 
   
  
   

A A","text space pictures (generated randomly, size 20, Arial font, .png file format)",eng,None,None,None,None,Fail
208,images,208_testType_space_Arial_20.png,"2-nd mix of space, new line and ""ABC"" characters ","C 
 CB
  

   CBAB
  BC   A  BA  B
 
A  ",,eng,None,None,None,None,Fail
209,images,209_testType_space_Arial_20.png,"3-rd mix of space, new line and ""ABC"" characters ","BC     C

 CC   B 

B
  
 
B 
 
    A   ",,eng,None,None,None,None,Fail
210,images,210_testType_space_Arial_20.png,"4-th mix of space, new line and ""ABC"" characters ","   CA
A  
 C
  
  CB       
 B 
 B  
 AC",,eng,None,None,None,None,Fail
211,images,211_testType_space_Arial_20.png,"5-th mix of space, new line and ""ABC"" characters ","  


C
  
A
 A  
  C B B      
 B
  C  C",,eng,None,None,None,None,Fail
212,images,212_testType_position_Arial_40.png,"only ""A"" letter at the top left corner of the picture ",A,"text position pictures (size 20, Arial font, .png file format)",eng,None,None,None,None,Fail
213,images,213_testType_position_Arial_40.png,"only ""A"" letter at the buttom left corner of the picture ",A,,eng,None,None,None,None,Fail
214,images,214_testType_position_Arial_40.png,"only ""A"" letter at the top right corner of the picture ",A,,eng,None,None,None,None,Fail
215,images,215_testType_position_Arial_40.png,"only ""A"" letter at the buttom right corner of the picture ",A,,eng,None,None,None,None,Fail
216,images,216_testType_position_Arial_40.png,"only ""A"" letter at the center of the picture ",A,,eng,None,None,None,None,Fail
217,images,217_testType_position_Arial_40.png,"only ""A"" letter at the middle left side of the picture ",A,,eng,None,None,None,None,Fail
218,images,218_testType_position_Arial_40.png,"only ""A"" letter at the middle top of the picture ",A,,eng,None,None,None,None,Fail
219,images,219_testType_position_Arial_40.png,"only ""A"" letter at the middle right side of the picture ",A,,eng,None,None,None,None,Fail
220,images,220_testType_position_Arial_40.png,"only ""A"" letter at the middle buttom of the picture ",A,,eng,None,None,None,None,Fail
221,images,221_testType_position_Arial_40.png,"""Y  Y  Y  Y"" text, 0 degrees rotated ",Y  Y  Y  Y,,eng,None,None,None,None,Fail
222,images,222_testType_position_Arial_40.png,"""Y  Y  Y  Y"" text, 90 degrees rotated ",Y  Y  Y  Y,,eng,None,None,None,None,Fail
223,images,223_testType_position_Arial_40.png,"""Y  Y  Y  Y"" text, 180 degrees rotated ",Y  Y  Y  Y,,eng,None,None,None,None,Fail
224,images,224_testType_position_Arial_40.png,"""Y  Y  Y  Y"" text, 270 degrees rotated ",Y  Y  Y  Y,,eng,None,None,None,None,Fail
225,images,225_testType_line_spaces_Arial_20.png,All English and Hebrew letters seperated by 0 new lines,"abcdefghijkl
mnopqrstuvwxyz
ABCDEFGHIJKLMN
OPQRSTUVWXYZ
אבגדהוזחטיכלמנסעפצקרשתםףץן
",,eng+heb,None,None,None,None,Fail
226,images,226_testType_line_spaces_Arial_20.png,All English and Hebrew letters seperated by 1 new line,"abcdefghijkl
mnopqrstuvwxyz
ABCDEFGHIJKLMN
OPQRSTUVWXYZ

אבגדהוזחטיכלמנסעפצקרשתםףץן
",,eng+heb,None,None,None,None,Fail
227,images,227_testType_line_spaces_Arial_20.png,All English and Hebrew letters seperated by 2 new lines,"abcdefghijkl
mnopqrstuvwxyz
ABCDEFGHIJKLMN
OPQRSTUVWXYZ


אבגדהוזחטיכלמנסעפצקרשתםףץן
",,eng+heb,None,None,None,None,Fail
228,images,228_testType_line_spaces_Arial_20.png,All English and Hebrew letters seperated by 3 new lines,"abcdefghijkl
mnopqrstuvwxyz
ABCDEFGHIJKLMN
OPQRSTUVWXYZ



אבגדהוזחטיכלמנסעפצקרשתםףץן
",,eng+heb,None,None,None,None,Fail
229,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Simple Test
",,eng,None,None,None,None,Pass
230,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טושפ טסט
",,heb,None,None,None,None,Pass
231,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å ä ö enkelt test Å Ä Ö
",,swe,None,None,None,None,Pass
232,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prueba simple Ñ
",,spa,None,None,None,None,Fail
233,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,,,eng,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ,None,None,None,Pass
234,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Simple Test
",,eng,,None,None,None,Pass
235,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Smpl s
",,eng,etTi,None,None,None,Pass
236,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Simple Test
",,eng,kPjGa,None,None,None,Pass
237,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Smpl s
",,eng,etTikPjGa,None,None,None,Pass
238,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,,,heb,"אבגדהוזחטיכלמנסעפצקרשתםףץן
",None,None,None,Fail
239,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טושפ טסט
",,heb,,None,None,None,Pass
240,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"ופ ס
",,heb,טש,None,None,None,Fail
241,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טושפ טסט
",,heb,"אצקרתםףץן
",None,None,None,Pass
242,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"ופ ס
",,heb,"אצקרתםףץןטש
",None,None,None,Fail
243,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,,,swe,bcdfghjklmnpqrstvwxzaeiouyåäöÅÄÖABCDEFGHIJKLMNOPQRSTUVWXYZ,None,None,None,Fail
244,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å ä ö enkelt test Å Ä Ö
",,swe,,None,None,None,Pass
245,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å nkl s  Ä Ö
",,swe,etäöÅ,None,None,None,Fail
246,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å ä ö enkelt test Å Ä Ö
",,swe,AfoPg,None,None,None,Pass
247,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å nkl s  Ä Ö
",,swe,etäöÅAfoPg,None,None,None,Fail
248,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,,,spa,ñabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZÑ,None,None,None,Fail
249,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prueba simple Ñ
",,spa,,None,None,None,Fail
250,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters," ruba sml Ñ
",,spa,ñeip,None,None,None,Fail
251,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prueba simple Ñ
",,spa,jyRVvN,None,None,None,Fail
252,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters," ruba sml Ñ
",,spa,jyRVvNñeip,None,None,None,Fail
253,images,11_testType_sub_lang_Arial_20.png,all digits ,,,,"0123456789
",None,None,None,Fail
254,images,11_testType_sub_lang_Arial_20.png,all digits ,"0123456789
",,,,None,None,None,Pass
255,images,11_testType_sub_lang_Arial_20.png,all digits ,"01347
",,,"25689
",None,None,None,Fail
256,images,11_testType_sub_lang_Arial_20.png,all digits ,"0123456789
",,,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ,None,None,None,Pass
257,images,11_testType_sub_lang_Arial_20.png,all digits ,"01347
",,,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ25689,None,None,None,Fail
258,images,12_testType_sub_lang_Arial_20.png,all special characters,,,,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",None,None,None,Fail
259,images,12_testType_sub_lang_Arial_20.png,all special characters,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",,,,None,None,None,Fail
260,images,12_testType_sub_lang_Arial_20.png,all special characters,",`@#*)-_{}[|\\/:;""<>.\
",,,"~!$%^&(+=]?
",None,None,None,Fail
261,images,12_testType_sub_lang_Arial_20.png,all special characters,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",,,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ25689,None,None,None,Fail
262,images,12_testType_sub_lang_Arial_20.png,all special characters,",`@#*)-_{}[|\\/:;""<>.\
",,,"~!$%^&(+=]?abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ
",None,None,None,Fail
263,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Simple Test
",,eng,,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ,None,None,Pass
264,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Simple Test
",,eng,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ,None,None,Pass
265,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"mpl Tst
",,eng,Simple,mpl,None,None,Pass
266,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Simple Test
",,eng,mpl,Simple,None,None,Pass
267,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"mpl Tst
",,eng,Simple,mplAck,None,None,Pass
268,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טושפ טסט
",,heb,,"אבגדהוזחטיכלמנסעפצקרשתםףץן
",None,None,Pass
269,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טושפ טסט
",,heb,"אבגדהוזחטיכלמנסעפצקרשתםףץן
","אבגדהוזחטיכלמנסעפצקרשתםףץן
",None,None,Pass
270,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טש טסט
",,heb,פשוט,טש,None,None,Fail
271,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טושפ טסט
",,heb,טש,פשוט,None,None,Pass
272,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טושפ טסט
",,heb,פשוט,טשאבגכל,None,None,Pass
273,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å ä ö enkelt test Å Ä Ö
",,swe,,bcdfghjklmnpqrstvwxzaeiouyåäöÅÄÖABCDEFGHIJKLMNOPQRSTUVWXYZ,None,None,Pass
274,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å ä ö enkelt test Å Ä Ö
",,swe,bcdfghjklmnpqrstvwxzaeiouyåäöÅÄÖABCDEFGHIJKLMNOPQRSTUVWXYZ,bcdfghjklmnpqrstvwxzaeiouyåäöÅÄÖABCDEFGHIJKLMNOPQRSTUVWXYZ,None,None,Pass
275,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"ä  enkel es Å Ä 
",,swe,ÄöåetÖ,eÄ,None,None,Fail
276,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å ä ö enkelt test Å Ä Ö
",,swe,eÄ,ÄöåetÖ,None,None,Pass
277,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"ä  enkel es Å Ä 
",,swe,ÄöåetÖ,eÄvmbHL,None,None,Fail
278,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prueba simple Ñ
",,spa,,ñabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZÑ,None,None,Fail
279,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prueba simple Ñ
",,spa,ñabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZÑ,ñabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZÑ,None,None,Fail
280,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prea smple 
",,spa,Ñeiupb,ep,None,None,Fail
281,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prueba simple Ñ
",,spa,ep,Ñeiupb,None,None,Fail
282,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prea smple 
",,spa,Ñeiupb,eplQvMH,None,None,Fail
283,images,11_testType_sub_lang_Arial_20.png,all digits ,"0123456789
",,,,"0123456789
",None,None,Pass
284,images,11_testType_sub_lang_Arial_20.png,all digits ,"0123456789
",,,"0123456789
","0123456789
",None,None,Pass
285,images,11_testType_sub_lang_Arial_20.png,all digits ,1234679,,,20578,27,None,None,Fail
286,images,11_testType_sub_lang_Arial_20.png,all digits ,"0123456789
",,,27,20578,None,None,Pass
287,images,11_testType_sub_lang_Arial_20.png,all digits ,1234679,,,20578,abgHk27,None,None,Fail
288,images,12_testType_sub_lang_Arial_20.png,all special characters,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",,,,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",None,None,Fail
289,images,12_testType_sub_lang_Arial_20.png,all special characters,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",,,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
","~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",None,None,Fail
290,images,12_testType_sub_lang_Arial_20.png,all special characters,"~,`!@$%^&*(-+={}[]|\\/:;"">.?\",,,!#%)_}[<?,!%}[?,None,None,Fail
291,images,12_testType_sub_lang_Arial_20.png,all special characters,"~,`!@#$%^&*()-_+={}[]|\\/:;""<>.?\
",,,!%}[?,!#%)_}[<?,None,None,Fail
292,images,12_testType_sub_lang_Arial_20.png,all special characters,"~,`!@$%^&*(-+={}[]|\\/:;"">.?\",,,!#%)_}[<?,!%}[?fghjkHGV,None,None,Fail
293,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"Simple Test
",,eng,None,None,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ,None,Fail
294,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,,,eng,None,None,,None,Fail
295,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"ie Tet
",,eng,None,None,etTi,None,Fail
296,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,,,eng,None,None,kPjGa,None,Pass
297,images,229_testType_simple_tests_Arial_40.png,Simple Test of English letters,"ie Tet
",,eng,None,None,etTikPjGa,None,Fail
298,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טושפ טסט
",,heb,None,None,"אבגדהוזחטיכלמנסעפצקרשתםףץן
",None,Fail
299,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,,,heb,None,None,,None,Fail
300,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טש טט
",,heb,None,None,טש,None,Fail
301,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,,,heb,None,None,"אצקרתםףץן
",None,Pass
302,images,230_testType_simple_tests_Arial_40.png,Simple Test of Hebrew letters,"טש טט
",,heb,None,None,"אצקרתםףץןטש
",None,Fail
303,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,"å ä ö enkelt test Å Ä Ö
",,swe,None,None,bcdfghjklmnpqrstvwxzaeiouyåäöÅÄÖABCDEFGHIJKLMNOPQRSTUVWXYZ,None,Fail
304,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,,,swe,None,None,,None,Fail
305,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters," ä ö eet tet Å 
",,swe,None,None,etäöÅ,None,Fail
306,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters,,,swe,None,None,AfoPg,None,Fail
307,images,231_testType_simple_tests_Arial_40.png,Simple Test of Swedish letters," ä ö eet tet Å 
",,swe,None,None,etäöÅAfoPg,None,Fail
308,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ prueba simple Ñ
",,spa,None,None,ñabcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZÑ,None,Fail
309,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,,,spa,None,None,,None,Fail
310,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ pe ipe 
",,spa,None,None,ñeip,None,Fail
311,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,,,spa,None,None,jyRVvN,None,Fail
312,images,232_testType_simple_tests_Arial_40.png,Simple Test of Spanish letters,"ñ pe ipe 
",,spa,None,None,jyRVvNñeip,None,Fail
313,images,11_testType_sub_lang_Arial_20.png,all digits ,"0123456789
",,,None,None,"0123456789
",None,Pass
314,images,11_testType_sub_lang_Arial_20.png,all digits ,,,,None,None,,None,Fail
315,images,11_testType_sub_lang_Arial_20.png,all digits ,"25689
",,,None,None,"25689
",None,Fail
316,images,11_testType_sub_lang_Arial_20.png,all digits ,,,,None,None,abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ,None,Fail
